001.jpg,2016,1512,3,1168,1571,514,902,1
001.jpg,2016,1512,3,183,939,373,1278,1
002.jpg,2016,1512,3,70,938,288,1165,1
002.jpg,2016,1512,3,904,1468,820,1338,2
003.jpg,2016,1512,3,1113,1594,252,1239,2
003.jpg,2016,1512,3,31,996,326,1236,1
004.jpg,2016,1512,3,842,1146,394,723,1
004.jpg,2016,1512,3,1004,1323,906,1233,1
004.jpg,2016,1512,3,178,1068,381,1235,1
004.jpg,2016,1512,3,1184,1649,312,1281,2
005.jpg,2016,1512,3,1233,1760,288,1312,2
005.jpg,2016,1512,3,892,1218,380,718,1
005.jpg,2016,1512,3,1060,1418,918,1276,1
005.jpg,2016,1512,3,207,1142,367,1264,1
006.jpg,2016,1512,3,823,1152,372,728,1
006.jpg,2016,1512,3,1012,1351,897,1241,1
006.jpg,2016,1512,3,212,881,233,1444,1
006.jpg,2016,1512,3,1181,1707,285,1318,2
007.jpg,2016,1512,3,741,1023,476,764,1
007.jpg,2016,1512,3,809,1096,922,1226,1
007.jpg,2016,1512,3,194,791,352,1378,1
007.jpg,2016,1512,3,1026,1517,322,739,2
007.jpg,2016,1512,3,1112,1665,876,1381,2
008.jpg,2016,1512,3,968,1883,326,1209,2
008.jpg,2016,1512,3,734,1421,825,1357,2
008.jpg,2016,1512,3,707,1002,464,781,1
008.jpg,2016,1512,3,149,744,351,1383,1
009.jpg,2016,1512,3,401,1634,628,1062,2
010.jpg,2016,1512,3,228,1796,554,1080,2
011.jpg,2016,1512,3,351,1847,475,1076,2
1.jpg,2016,1512,3,686,1376,404,1183,2
10.jpg,2016,1512,3,244,1157,81,554,2
10.jpg,2016,1512,3,828,1241,512,1446,2
11.jpg,2016,1512,3,928,1368,575,1480,2
2.jpg,2016,1512,3,360,1618,678,1239,2
2.jpg,2016,1512,3,138,873,143,1360,1
3.jpg,2016,1512,3,263,923,238,1378,1
3.jpg,2016,1512,3,1028,1718,65,688,2
3.jpg,2016,1512,3,1026,1617,768,1362,2
4.jpg,2016,1512,3,1118,1818,80,688,2
4.jpg,2016,1512,3,1121,1749,765,1373,2
4.jpg,2016,1512,3,388,1012,262,1364,1
5.jpg,2016,1512,3,191,1655,265,775,2
5.jpg,2016,1512,3,260,1683,849,1343,2
6.jpg,2016,1512,3,441,1151,191,1489,1
7.jpg,2016,1512,3,425,1160,230,1491,1
8.jpg,2016,1512,3,581,1168,504,1118,1
9.jpg,2016,1512,3,233,1426,373,885,2
image001.jpg,2016,1512,3,363,1221,597,1230,2
image002.jpg,2016,1512,3,471,1013,768,1339,2
image003.jpg,2016,1512,3,152,580,199,1228,2
image004.jpg,2016,1512,3,291,696,265,1306,2
image005.jpg,2016,1512,3,176,780,465,923,2
image006.jpg,2016,1512,3,113,759,533,985,2
image007.jpg,2016,1512,3,292,1459,326,852,2
image008.jpg,2016,1512,3,315,1465,323,836,2
image008.jpg,2016,1512,3,315,670,762,1102,1
image009.jpg,2016,1512,3,184,542,715,1078,1
image009.jpg,2016,1512,3,351,936,170,1320,2
image010.jpg,2016,1512,3,1131,1578,415,872,1
image010.jpg,2016,1512,3,263,863,247,1341,2
image011.jpg,2016,1512,3,1118,1589,451,864,1
image011.jpg,2016,1512,3,83,881,293,1280,1
IMG_20191003_143200.jpg,3968,2976,3,1335,3930,365,2319,1
IMG_20191003_143200.jpg,3968,2976,3,323,1312,1526,2489,1
IMG_20191003_143204.jpg,3968,2976,3,1419,3968,203,2201,1
IMG_20191003_143204.jpg,3968,2976,3,558,1493,1405,2272,1
IMG_20191003_143209.jpg,3968,2976,3,186,1272,1579,2612,1
IMG_20191003_143209.jpg,3968,2976,3,1602,3742,312,2370,1
IMG_20191003_143227.jpg,3968,2976,3,770,3405,1284,2651,1
IMG_20191003_143233.jpg,3968,2976,3,912,3591,1047,2419,1
IMG_20191003_143614.jpg,3968,2976,3,1326,2049,1798,2497,1
IMG_20191003_143614.jpg,3968,2976,3,2261,2977,1791,2484,1
IMG_20191003_143617.jpg,3968,2976,3,886,1909,1005,2026,1
IMG_20191003_143617.jpg,3968,2976,3,2202,3242,1005,2000,1
IMG_20191003_143623.jpg,3968,2976,3,1012,1951,1382,2261,1
IMG_20191003_143623.jpg,3968,2976,3,2237,3144,1319,2226,1
IMG_20191003_143624.jpg,3968,2976,3,954,1940,1298,2244,1
IMG_20191003_143624.jpg,3968,2976,3,2268,3212,1298,2237,1
IMG_20191003_143636.jpg,3968,2976,3,1874,2512,1944,2610,1
IMG_20191003_143636.jpg,3968,2976,3,2716,3342,1949,2596,1
IMG_20191003_143636.jpg,3968,2976,3,635,1835,998,2665,1
IMG_20191003_143644.jpg,3968,2976,3,435,1707,933,2605,1
IMG_20191003_143644.jpg,3968,2976,3,2162,3075,739,1712,1
IMG_20191003_143644.jpg,3968,2976,3,1733,2361,1872,2533,1
IMG_20191003_143644.jpg,3968,2976,3,2525,3205,1893,2533,1
IMG_20191003_143648.jpg,3968,2976,3,2770,3486,1791,2472,1
IMG_20191003_143648.jpg,3968,2976,3,1891,2579,1782,2496,1
IMG_20191003_143648.jpg,3968,2976,3,523,1847,751,2542,1
IMG_20191003_143648.jpg,3968,2976,3,2360,3514,500,1630,1
IMG_20191003_143658.jpg,3968,2976,3,363,2033,1510,2596,1
IMG_20191003_143658.jpg,3968,2976,3,2133,2968,1005,1944,1
IMG_20191003_143658.jpg,3968,2976,3,2430,3037,2033,2654,1
IMG_20191003_143658.jpg,3968,2976,3,3098,3714,2075,2682,1
IMG_20191003_143708.jpg,3968,2976,3,333,2279,1377,2535,1
IMG_20191003_143708.jpg,3968,2976,3,2379,3365,1040,2042,1
IMG_20191003_143712.jpg,3968,2976,3,491,2288,1405,2524,1
IMG_20191003_143712.jpg,3968,2976,3,2461,3454,972,2012,1
IMG_20191003_143717.jpg,3968,2976,3,602,2349,1535,2540,1
IMG_20191003_143717.jpg,3968,2976,3,2440,3393,1128,2075,1
IMG_20191003_143739.jpg,3968,2976,3,1070,2342,1000,2637,1
IMG_20191003_143746.jpg,3968,2976,3,1191,3333,1114,2733,1
IMG_20191003_143824.jpg,3968,2976,3,849,2886,1314,2519,1
IMG_20191003_143831.jpg,3968,2976,3,993,3228,1528,2586,1
IMG_20191003_143838.jpg,3968,2976,3,1777,2877,777,2668,1
IMG_20191003_143847.jpg,3968,2976,3,1268,3002,589,2307,1
IMG_20191003_143849.jpg,3968,2976,3,1586,2405,1407,2377,1
IMG_20191003_143854.jpg,3968,2976,3,1677,2507,1514,2493,1
IMG_20191003_143859.jpg,2976,3968,3,463,2588,770,3217,1
IMG_20191003_143915.jpg,3968,2976,3,1205,3188,1479,2435,1
IMG_20191003_143921.jpg,3968,2976,3,1575,2709,854,2763,1
IMG_20191003_143926.jpg,3968,2976,3,1568,2819,721,2703,1
IMG_20191003_143930.jpg,3968,2976,3,1312,2828,891,2814,1
IMG_20191003_143938.jpg,3968,2976,3,1419,2958,644,2358,1
IMG_20191003_143940.jpg,2976,3968,3,647,2341,1182,3160,1
IMG_20191003_143940_1.jpg,2976,3968,3,653,2344,1163,3182,1
IMG_20191003_143944.jpg,3968,2976,3,1182,2851,589,2458,1
IMG_20191003_143948.jpg,3968,2976,3,1112,2870,1100,2435,1
IMG_20191003_144130.jpg,3968,2976,3,316,895,610,1128,1
IMG_20191003_144130.jpg,3968,2976,3,844,1449,537,1072,1
IMG_20191003_144130.jpg,3968,2976,3,305,921,1107,1665,1
IMG_20191003_144130.jpg,3968,2976,3,868,1377,1047,1589,1
IMG_20191003_144130.jpg,3968,2976,3,514,1063,1793,2230,1
IMG_20191003_144130.jpg,3968,2976,3,449,1056,2272,2870,1
IMG_20191003_144130.jpg,3968,2976,3,1033,1475,1730,2142,1
IMG_20191003_144130.jpg,3968,2976,3,1009,1526,2154,2703,1
IMG_20191003_144130.jpg,3968,2976,3,3307,3968,386,996,1
IMG_20191003_144130.jpg,3968,2976,3,3321,3968,965,1601,1
IMG_20191003_144130.jpg,3968,2976,3,1368,1968,398,949,1
IMG_20191003_144130.jpg,3968,2976,3,1944,2556,347,1051,1
IMG_20191003_144130.jpg,3968,2976,3,1309,1940,965,1603,1
IMG_20191003_144130.jpg,3968,2976,3,1937,2563,1037,1635,1
IMG_20191003_144130.jpg,3968,2976,3,2700,3316,405,1014,1
IMG_20191003_144130.jpg,3968,2976,3,2719,3368,977,1619,1
IMG_20191003_144130.jpg,3968,2976,3,1488,2061,1607,2186,1
IMG_20191003_144130.jpg,3968,2976,3,2026,2637,1635,2117,1
IMG_20191003_144130.jpg,3968,2976,3,1463,2095,2179,2828,1
IMG_20191003_144130.jpg,3968,2976,3,2063,2723,2112,2796,1
IMG_20191003_144130.jpg,3968,2976,3,2635,3265,1600,2165,1
